N,P,K,temperature,humidity,ph,rainfall,label
93.2,28.3,30.0,24.75,58.11,6.91,163.41,coffee
99.0,31.2,28.1,25.16,56.9,6.23,151.2,coffee
83.4,35.1,28.1,27.88,57.61,6.77,150.17,coffee
101.7,30.1,31.3,26.66,56.4,6.46,133.59,coffee
104.2,31.8,33.2,25.96,55.2,6.09,173.13,coffee
85.6,26.1,29.6,25.4,57.61,6.64,121.27,coffee
100.1,18.6,31.5,24.67,51.03,6.36,148.95,coffee
109.5,28.3,30.7,27.27,57.21,6.83,167.76,coffee
89.7,33.4,27.2,26.88,52.95,6.78,185.43,coffee
98.3,26.5,31.2,25.01,62.95,6.66,152.7,coffee
95.7,23.8,28.7,24.97,56.04,6.4,188.98,coffee
91.8,28.1,31.2,26.45,57.32,6.53,164.27,coffee
102.1,26.5,26.9,24.8,54.06,6.4,158.0,coffee
102.9,34.6,28.9,26.66,58.42,6.99,166.14,coffee
91.9,20.6,30.6,24.71,54.56,6.22,159.91,coffee
112.1,25.9,31.2,25.35,53.63,6.82,141.08,coffee
100.2,26.1,31.8,23.91,58.67,6.35,149.83,coffee
70.9,35.9,31.1,24.35,54.13,6.45,168.25,coffee
84.9,26.9,33.5,23.8,57.74,7.26,166.98,coffee
101.0,29.5,29.2,27.45,56.3,6.01,151.63,coffee
92.3,26.4,29.5,27.3,59.59,6.68,157.46,coffee
91.5,18.8,30.2,26.69,57.17,6.44,164.47,coffee
99.3,34.2,32.5,26.94,59.77,6.21,167.44,coffee
103.0,29.9,31.0,26.18,65.6,6.58,171.55,coffee
96.2,30.7,31.9,26.05,62.51,6.33,150.19,coffee
101.7,31.0,30.4,27.43,55.51,6.26,162.12,coffee
99.4,29.7,29.9,24.99,57.28,6.61,152.93,coffee
98.4,25.9,31.7,25.79,64.27,6.65,149.24,coffee
121.4,29.2,32.0,26.39,59.37,6.76,140.97,coffee
102.9,22.2,29.7,24.41,58.57,6.7,164.72,coffee
102.3,25.1,29.5,26.88,60.7,6.26,134.54,coffee
94.2,31.7,32.4,24.11,58.42,7.15,163.73,coffee
111.4,31.5,28.2,25.22,57.6,6.63,171.24,coffee
103.3,15.8,27.4,22.22,58.03,6.67,161.75,coffee
92.3,30.2,31.4,23.62,53.1,6.6,184.38,coffee
113.6,29.8,28.5,26.83,56.14,6.37,125.34,coffee
100.8,25.0,30.2,22.05,58.01,5.87,173.82,coffee
104.2,26.4,31.1,24.03,57.72,6.84,111.09,coffee
96.4,27.4,29.6,27.69,54.13,6.41,128.76,coffee
112.1,26.5,29.1,25.42,59.41,6.7,197.22,coffee
103.6,25.6,28.9,24.91,52.99,6.61,169.25,coffee
95.1,24.3,33.0,23.36,51.3,6.25,134.39,coffee
103.1,26.1,29.6,27.23,55.43,6.83,180.17,coffee
96.4,30.4,29.5,26.89,52.79,6.11,151.63,coffee
92.9,25.4,29.6,26.58,56.28,6.35,152.23,coffee
93.8,23.8,26.8,25.6,55.79,6.89,135.79,coffee
95.7,34.8,28.1,25.15,53.85,6.2,180.71,coffee
101.4,28.0,26.6,26.04,60.97,6.94,167.52,coffee
91.0,28.8,31.3,22.81,54.14,6.87,170.64,coffee
87.6,30.7,30.2,26.67,55.6,6.79,170.16,coffee
97.2,27.6,28.7,27.98,57.14,6.32,146.76,coffee
